post_id;date;likes;owner_id;is_video;text;by_tag
Bv83UyYALrQ;1554632978;48;9701695721;False;;мкпорисованию
Bv84J4rgn_2;1554633449;40;9701695721;True;;мкпорисованию
Bv84pz8AFJS;1554633675;54;9701695721;False;;мкпорисованию
Bv8rzSVFEcX;1554626937;64;2353368993;False;"📚
А вы когда-нибудь задумывались, насколько вы логично рассуждаете?
Кстати, в рисовании это важно, ведь при построении рисунка нужно руководствоваться именно логикой😏
⠀
😉А давайте проверим, как у вас с логикой?
⠀
😎Посмотрите на картинку, и подумайте, кто из 5 персонажей является левшой🤗
⠀
❕Правильный ответ мы выложим в понедельник  в сториз, чтобы было время подумать
⠀
Пишите свои варианты, аргументируя их, в комментарии🙃
Поехали🔥";мкпорисованию
Bv8ti6ZhhJv;1554628042;197;10563400920;True;"Такие насыщенные дни , не успеваю выкладывать эти космические переливы.
⠀
У меня вопрос к вам. О чем бы вам было интересно читать ? Что интересно? Я в поисках новых тем , есть несколько. Хочу послушать вас )))
⠀
⠀
#paint #painting #ink #inks #alcoholink  #alcoholinkart  #alcoholinkartist #fluidart #art  #modernartist #creative #inspiration #дизайн #картина #картинавинтерьер #интерьер #365colorfull #спиртовыечернила #алкогольныечернила #мкспиртовыечернила #мкпорисованию";мкпорисованию
Bv8z6qSlo9d;1554631191;56;10365932856;False;"Скоро будет новый совместный проект с детьми🙌🏼☀️
#дети#мк#рисование#картина#арт#искусство#творчество#можайск#мкпорисованию#art#paint#холст#акрил#живопись#рисунок";мкпорисованию
Bv97BMCgV0D;1554668469;52;9701695721;False;;мкпорисованию
BvAMIHtnIV5;1552597064;24;3312410738;False;"МК по алкогольным чернилам и эпоксидной смоле в центре Киева. 
Работать в этой технике ооочень интересно!  Ощущение полного погружения в свой творческий мир)) Стоимость индив. занятия 1500грн. Входят все расходные материалы и инструменты))) Длительность мк 3-4 часа. 
#киев #репост #подарокдевушке #мкпорисованию #эпоксиднаясмола #alkoholinks #resinart #art #artstudio #мккиев #киевмк #abstractart #abstractart";мкпорисованию
BvAPNCAgXt6;1552598677;19;3484930452;False;"В субботу  11. 00 утра ждём вас на мк по мандалам.
Стоимость мк 500 рублей.";мкпорисованию
BvAa2buA-Bd;1552604784;18;3484930452;False;"С пятницей, дорогие друзья.
Можно расслабиться и ждать выходные, а вечером мы для вас запланировали необычные мк по живописи маслом и пастелью.
Подробности в посте с расписанием или сторис.
Запись по телефону студии 664386 или 89187591300";мкпорисованию
BvAchUQAM9W;1552605659;27;3484930452;False;"Каждую неделю по субботам проходят занятия в группе по валянию.
Присоединится можно в любой момент.

Обучаем навыкам сухого и мокрого валяния, а так же помогаем создавать шедевры.";мкпорисованию
BvB02YgBGwd;1552651969;16;5581158844;False;1200 р. (Ужин, фотосессия, фильм из Ваших фото, написание картины на холсте) #мкпорисованию #мкекб #хочурисовать #отмечаемденьрождения #отличныйподарок #отдыхекб #развлечения #развлеченияекб #картина #картинанахолсте #лайкекб;мкпорисованию
BvBQXwgjDNh;1552632844;96;10563400920;False;"#отзыв_365colorfull ⠀
Спасибо вам за ваши отзывы ! Для меня это очень ценно ! Я вижу обратную связь и это мне помогает расти. Все пожелания и советы я принимаю во внимание. ⠀
⠀
#paint #painting #ink #inks #alcoholink  #alcoholinkart  #alcoholinkartist #fluidart #art #design #interior #designinterior #interiorart #contemporaryart #modernart #artist #modernartist #creative #inspiration #дизайн #картина #картинавинтерьер #интерьер #365colorfull #спиртовыечернила #алкогольныечернила #мкспиртовыечернила #мкпорисованию";мкпорисованию
BvBwm9Nn1rh;1552649746;89;6441817112;False;"😈
.
#дизайнногтей #идеиманикюра #рисункинаногтях #мк #мкногти #мкпорисованию #likeforfollow #likeforlikes #ногтимосква #ногтихабаровск #гельлак #рисунокгельлаком #гельлакмосква #гельлакхабаровск #ручнаяроспись #ручнаяросписьногтей #ручнаяросписьгельлаками #ручнаяросписьнаногтях";мкпорисованию
BvBy0ZHnolr;1552650904;55;6441817112;False;"🖤
.
#дизайнногтей #идеиманикюра #рисункинаногтях #мк #мкногти #мкпорисованию #likeforfollow #likeforlikes #ногтимосква #ногтихабаровск #гельлак #рисунокгельлаком #гельлакмосква #гельлакхабаровск #ручнаяроспись #ручнаяросписьногтей #ручнаяросписьгельлаками #ручнаяросписьнаногтях";мкпорисованию
BvCDVPJjrGY;1552660354;154;10563400920;True;"Меня переполняют эмоции !!!
⠀
Техника рисования Fluid Art  скрывает в себе много возможностей. Казалось бы , вроде все просто, льешь краску и получаешь результат.  Но нет, тут важно понимать композицию, как сочетать гармонично цвета - это 50 % успешной работы, вторые 50 % - это терпение. ⠀
⠀
Осталось обрамить в раму. Как вам результат ? ⠀
⠀
#paint #painting #ink #inks #alcoholink  #alcoholinkart  #alcoholinkartist #fluidart #art #design #interior #designinterior #interiorart #contemporaryart #modernart #artist #modernartist #creative #inspiration #дизайн #картина #картинавинтерьер #интерьер #365colorfull #спиртовыечернила #алкогольныечернила #мкспиртовыечернила #мкпорисованию";мкпорисованию
BvCgI8alJwo;1552674665;64;8177307719;False;В предвкушении завтрашнего дня😍 Сегодня побывали в художественной галерее (об этом чуть попозже напишем 😉) ещё больше вдохновились какие же картины можно научиться рисовать ✍️ и проводить МК . Ведь учится никогда не поздно и создавать шедевры 😉 Добрейшей ночи, дорогие❤️ #мамочкиновокуйбышевска#новокуйбышевск#рисуемсдетьми#рисуемвместе#акварель#акварельныйрисунок#мкпорисованию#художники#художникиновокуйбышевска#мамывдекрете#мамыотдыхают#сладкихсновидений;мкпорисованию
BvD_hHvHLJF;1552724671;92;7614777193;False;"💟МК КОСМОС ПАСТЕЛЬЮ
⠀
ЧТО БУДЕТ?
🔮Выбор референса
🔮Рисование пальцами с помощью пастели
🔮Все этапы построения объемных облачков и галактик
🔮Рисование звездного неба
🔮Консультация интегрального астролога о периодах и прогноз на этот год
🔮 Ответы на личные вопросы
⠀
ЧТО С СОБОЙ?
🔮Себя! Все остальное выдадим
⠀
ГДЕ?
🔮М.Нагатинская
⠀
СТОИМОСТЬ?
🔮2500
Запись по 50% предоплате
⠀
ЧТО ВЫ ПОЛУЧИТЕ?
🔮Фантастический рисунок космоса/вселенной на а3/а4 сделанный своими руками
🔮Вдохновение на дальнейшие действия после консультации астролога
🔮Много позитива и хорошего настроения от нескольких часов проведённых в приятной компании
⠀
КАК ЗАПИСАТЬСЯ?
🔮Пишите в директ или Вотсапп +79096399366
⠀
⠀
#астрология#космос#рисуемкосмос#мкпорисованию#мастерклассывмоскве#вселенная#галактика#пастель#рисуемпастелью#космоспастелью#мкпастель#pastel#интегральнаяастролония#консультацияастролога#astro";мкпорисованию
BvDxYzjAVeU;1552717263;22;3484930452;False;"Ловец снов, процесс.
Готовимся к детскому мк.";мкпорисованию
BvEPZjtHIev;1552732998;71;6441817112;False;"🌿
.
Цвет #patrisanail928 @patrisa_nail_official ♥️
.
#дизайнногтей #идеиманикюра #рисункинаногтях #мк #мкногти #мкпорисованию #likeforfollow #likeforlikes #ногтимосква #ногтихабаровск #гельлак #рисунокгельлаком #гельлакмосква #гельлакхабаровск #ручнаяроспись #ручнаяросписьногтей #ручнаяросписьгельлаками #ручнаяросписьнаногтях";мкпорисованию
BvEPe0bHmx0;1552733041;68;6441817112;False;"🌿
.
Цвет #patrisanail928 @patrisa_nail_official ♥️
.
#дизайнногтей #идеиманикюра #рисункинаногтях #мк #мкногти #мкпорисованию #likeforfollow #likeforlikes #ногтимосква #ногтихабаровск #гельлак #рисунокгельлаком #гельлакмосква #гельлакхабаровск #ручнаяроспись #ручнаяросписьногтей #ручнаяросписьгельлаками #ручнаяросписьнаногтях";мкпорисованию
BvEeXbFB_vo;1552740844;1023;613747408;False;"💐УРА! Открываем НАБОР на МК «Золото в интерьере» ✨
⠀
🤩Хотели бы украсить свой интерьер ЯРКИМ ШЕДЕВРОМ? ТОГДА ПРИХОДИТЕ!
Всего за 3 часа ваше желание осуществится ✅
⠀
💃🏻Всех желающих ждём
в школе ""Ты художник""
⏰ 19-21 МАРТА В 18:00
⠀
👩🏻‍🎨Будем создавать шедевральную картину с помощью  ПОТАЛИ! ✨
⠀
👌Обещаем,  результат лучше оригинала, даже у тех, кто ни разу не рисовал! ⠀
👩🏻‍🎨Научим творить любого!
⠀
✔ЗАПИСЬ ОТКРЫТА! Все подробности
📲What's app +7747-8747-160
📥 Direct
⠀
#мастеркласс
#творчество
#тыхудожникалматы
#изобразительноеискусство
#давайсходималматы
#хочурисовать
#МКпорисованию #хэндмэйд #картинывинтерьере #";мкпорисованию
BvEfScXhToS;1552741328;43;8622151697;False;"Весёлый и небанальный досуг вы найдёте у нас😊.
.
.
#картиныснуля #картинавподарок #картинывинтерьере #картинаакрилом #картинысвоимируками #подарочныесертификаты #подарокмаме #дизайн #кисти #краски #досуг #весело #весна #цветы #выездныемк #мкпорисованию #рисованиеснуля #рисуемвмоскве #рисуем #кудасходитьвмоскве #кудапойтивмоскве #follow_yourheart #flowers #painting #present #paints #drawing #pictures #spring";мкпорисованию
BvEvxiRAluV;1552749971;250;1481877770;False;"Посмотрите,какой шедевр я сегодня нарисовала 👩‍🎨 своими руками 🙈#шок
Правда это я,смотрю и не верится,как красиво  получилось 😍Правда же?
Нелегкое это дело,скажу вам я -писать картины 😅.
3 часа,затекла спина и устали ноги,но столько эмоций,мне очень понравилось,огромно спасибо @ny_school .
.
Девочки рекомендую,заходите по хэштегу,по ссылки,можно выбрать какую картину вам хотелось бы нарисовать и go!!!
Или подарить сертификат на подарок.
Вам точно понравится!
А,так же есть детские МК.
.
.
Картина будет висеть в коридоре и всем буду говорить,что я нарисовала 😊
.
.
А,на карте желаний обвела в кружочек МК по рисованию ✅ .
.
#яхудожник#моякартина#мкпорисованию#суббота#янарисовала#мамаможет#картина#мкрисование#творчество#сбылосьжелание#яввосторге";мкпорисованию
BvFJcy8Dcra;1552763433;327;10563400920;False;"Что вы тут видите ? ⠀
⠀
Настоящее сердце ? Или профиль старца...? А может это девушка ? ⠀
⠀
#paint #painting #ink #inks #alcoholink  #alcoholinkart  #alcoholinkartist #fluidart #art #design #interior #designinterior #interiorart #contemporaryart #modernart #artist #modernartist #creative #inspiration #дизайн #картина #картинавинтерьер #интерьер #365colorfull #спиртовыечернила #алкогольныечернила #мкспиртовыечернила #мкпорисованию";мкпорисованию
BvFgj2IHW4p;1552775549;114;6441817112;False;".
#дизайнногтей #идеиманикюра #рисункинаногтях #мк #мкногти #мкпорисованию #likeforfollow #likeforlikes #ногтимосква #ногтихабаровск #гельлак #рисунокгельлаком #гельлакмосква #гельлакхабаровск #ручнаяроспись #ручнаяросписьногтей #ручнаяросписьгельлаками #ручнаяросписьнаногтях";мкпорисованию
BvG5tq6FZ4Y;1552822291;40;3905698149;False;"С понедельника /18 марта/ и теперь каждую неделю рисуем АКРИЛОМ!🎨
Присоединяйтесь, можно прийти с друзьями и вы получите скидку, а можно приходить со своими материалами👉тогда стоимость МК будет всего 500р.
#рисованиепермь #акрил #картинаакрилом #мкпермь #мкпорисованию #декорпермь";мкпорисованию
BvGvKIuBcRe;1552816757;57;8622151697;False;"Следующая встреча 23 марта в 13:00 в центре Москвы 😊.
.
.
Бронируйте ваше место за мольбертом заранее✍️.";мкпорисованию
BvH-hLEgzN8;1552858365;38;3484930452;False;"Наше расписание

Стоимость взрослых мк
2 часовые - 800 рублей.
3 часовые - 1100 рублей.

Мк по живописи шерстью 800 рублей. 
Мк по сухому валянию 600 рублей. 
Мк по плетению мандалы 500руб 
Мк по живописи маслом в субботу для новичков 800 руб. 
Арт СРЕДА. Арт суббота - 350 рублей в час. 🐼 Занятия с детьми 🎨 Рисунок и живопись 
Каждую субботу. 
Дети 5-9 лет 11.00-13.00. 
Стоимость 500 руб или по абонементу. 
Дети 10+ 14.00-16.00
Стоимость 500 руб или по абонементу. 🐼 14.00-16.00 занятия в группе ""Валяшка"" 🐰 Занятия по лепке из различных материалов 
Возраст 8+ 16.00-18.00
Стоимость 500 руб или по абонементу 🙌🙌🙌🙌
Воскресенье! 🍬ВООБРАЖАРИУМ 
Возраст 5+
11.00-13.00 ловец снов

Стоимость 500 руб или по абонементу. 
Подробности по телефону студии 66-43-86 и 89187591300 
#рисованиеснуля #кудапойтиставрополь #валяниесдетьми #рисуемсдетьми #мкпорисованию #занятиясдетьмиставрополь #валяниеставрополь #студияживописиставрополь #мастерклассыпорисованию #мкповалянию #мкпоживописидлявзромлых #мамыск #мамыставрополя #рисованиесдетьми #детинашевсе #prilaga #рисованиедляновичков #ставрополь #урокирисования #рисованиесдетьмиставрополь #мкполепке #мкставрополь #лепкасдетьми #изостудияставрополь #лепкаставрополь #мкпоживописи #stav #stavropol #занятияживописью #развитиеребенка";мкпорисованию
BvH0nCnAzQw;1552853170;41;5612176914;False;"Мк по живописи маслом.
Работаю в @kraski_gizni_stv
Небольшой фотоотчёт.";мкпорисованию
BvH1NWaABmO;1552853484;59;5678541189;False;"Мастер класс по живописи пастелью.
Работаю с детьми от 5 лет и до бесконечности)
Мк проходят в @kraski_gizni_stv";мкпорисованию
BvHmrO1npOT;1552845864;180;7614777193;False;"Наш космический мастер класс был великолепен! 🔮😍
⠀
Рисовать пастелью, да ещё и пальцами - одно удовольствие🙌💜 #арттерапия
⠀
А самое главное, что такие шедевры может нарисовать КАЖДЫЙ!
⠀
Не верите? 🤨
⠀
Приходи к нам на мк и проверьте!🙃🙃 Следующий «космос» будет теперь в апреле !
⠀
Но! Любой мастер класс мы готовы провести для вас по запросу, в группе от 5 человек. Тоесть, если вы с подружками хотите устроить девичник, или просто классно провести время - смело пишите в Директ или Вотсапп +79096399366 и мы организуем его для вас 🤗
#мкпастель#космоспастелью#рисуемкосмос#мквмоскве#мкпорисованию#космос#вселенная#галактика#pastel";мкпорисованию
BvHqjF-D3tu;1552847895;95;10563400920;False;"Это подарок 🎁
⠀
Подарок для моего доктора )) Люблю дарить подарки , а особенно когда есть искренняя реакция - радуюсь так же , как если бы мне подарили. 🤗
⠀
⠀
Хотите и вам подарю одну из своих картин? ⠀
⠀
#paint #painting #ink #inks #alcoholink  #alcoholinkart  #alcoholinkartist #fluidart #art #design #interior #designinterior #interiorart #contemporaryart #modernart #artist #modernartist #creative #inspiration #дизайн #картина #картинавинтерьер #интерьер #365colorfull #спиртовыечернила #алкогольныечернила #мкспиртовыечернила #мкпорисованию";мкпорисованию
BvI7mj5hiya;1552890693;197;491250902;True;"Доброе утро друзья!
31 марта планирую провести мастер-класс по абстрактной живописи в студии @roslynka_glass 
Детальная инф. по ссылке в шапке профиля, или пишите мне в директ. Жду 🖤
.
.
.
.
.
.
.
.
.
.
#contemporaryart #abstractart #contemporaryart #мастеркласс #мкпорисованию #howtodraw #artistgirl #artgirl #kostritskayaart #abstractexpression";мкпорисованию
BvIHhPVgZhP;1552863084;35;3484930452;False;Художник Вячеслав Палачев;мкпорисованию
BvJ187GFf_v;1552920982;127;2353368993;False;"🌠🌠🌠
😍Этот пост для вас, если вы  покупаете простые графитовые карандаши в магазине со словами «а дайте любой простой карандаш»😁
⠀
Останутся вопросы? Пиши в комментарии😉
⠀
✍🏻Графитовые карандаши бывают нескольких видов. Они могут представлять собой графит в деревянной рубашке; в виде карандаша, оболочка которого сделана не из древесины; или графитовые грифели, которые можно вставить в различные виды механических карандашей.
⠀
✏️Как правило, графитовые карандаши делятся по ""твердости"", или ""жесткости"". Начинаются они с 9Н (самый твердый) и заканчиваются 9В (самый мягкий).
⠀
🌟Шкала твердости🌟
9H, 8H, 7H, 6H, 5H, 4H, 3H, 2H, H, F, HB, B, 2B, 3B, 4B, 5B, 6B, 7B, 8B, 9B.
⠀
🌌Оттенок карандаша может быть разным: от светло-серого (9H) до темно-серого (9B), но чисто-чёрных не бывает.
Самые твердые карандаши создают легкие, тонкие линии, в то время как мягкие карандаши позволяют использовать более темные и толстые линии.🙃
⠀
☝🏼Не стоит покупать все карандаши от 9Н до 9B. Достаточно использовать НВ, 2В, 4В и для очень тёмного оттенка 6В.
⠀
Ставьте в комментарии ❤️ и мы расскажем в одном из следующих постов о марках графитовых карандашей 😉🙏🏼";мкпорисованию
BvJMKxjhs_E;1552899076;48;8622151697;False;"Если мы предлагаем бокал вина, это не значит, что деткам вход запрещён! Чай и сладости обеспечены также😊
.
.
💛Время с мамой бесценно! А в развлекательном формате с @follow_yourheart4 тем более!
.
☝Можно за двумя отдельными мольбертами находиться рядом и позволить вашему ребенку полную волю творчеству 
А можно вдвоём за мольберт!👩‍👧
.
.
#дети #рисуютдети #детимогут #москварисованиe #москвадосуг #досугдлявсейсемьи #семья #творческийпроцесс #творимсдетьми #творчествовмоскве #кудапойтивмоскве #артвечеринкамосква #арткорпоратив #кудасходитьвмоскве #рисованиедлявзрослых #мкпорисованию #живописьвмоскве #живописьсдетьми #children #kids #family #artparty #art #moscow";мкпорисованию
BvJPyJ_BDUz;1552900971;42;8622151697;False;"A как у Вас проходят выходные?☺
Встретиться с друзьями , но где!? В кафе? В клубе? Дома? Это можно делать каждые выходные, не правда ли?)
.
А вот собраться своим составом и порисовать в своё удовольствие, погрузиться в искусство, да и просто расслабиться после трудовых будней))при этом вы заберёте свой шедевр домой 👍🏻
. 
Полное отключение от будней,работы и проблем на 3 часа обеспечено 😉";мкпорисованию
BvJTuhTjrI2;1552903039;190;10563400920;False;"Немного фантазии и космос в твоей голове.
⠀
Можно бесконечно рассматривать картины в технике Alcohol Ink , Resin Art, Fluid Art...и в целом абстракции..
⠀
Хотите узнать в чем заключаются секреты работы в этих техниках? ⠀
#paint #painting #ink #inks #alcoholink  #alcoholinkart  #alcoholinkartist #fluidart #art #design #interior #designinterior #interiorart #contemporaryart #modernart #artist #modernartist #creative #inspiration #дизайн #картина #картинавинтерьер #интерьер #365colorfull #спиртовыечернила #алкогольныечернила #мкспиртовыечернила #мкпорисованию #kamenskaya_ink";мкпорисованию
BvJdd8KnbIN;1552908146;26;3312410738;False;"Новая любовь - resin art))! МК по эпоксидной смоле в центре Киева (Липская,16) 
Удивительная техника, картина в процессе меняется несколько раз прямо на глазах)) Только индививидуальные занятия! 
Запись по телефону 0633232379, вопросы в директ)) #эпоксиднаясмола #resinart #art #contemporary #contemporarypainting #artstudio #мкпорисованию #мккиев #киевмк #мкпоживописи #fluidart";мкпорисованию
BvJgHoUBXZC;1552909536;43;8622151697;False;"23 марта ждём всех желающих на наш мастер - класс🌸
.
.
#пионы🌸 #пионы #цветы #картиназа3часа #картинывинтерьере #подарочныесертификаты #подарокмаме #подарокдругу #рисованиедлявзрослых #рисованиевмоскве #москварисование #кудасходитьвмоскве #кудапойтивмоскве #кудапойтиввыходной #выходные #искусство #акрил #мкпорисованию #живописьмаслом #artparty #follow_yourheart #present #gift #artist #drawing";мкпорисованию
BvJgpqtnc4Y;1552909815;85;6441817112;False;".
#дизайнногтей #идеиманикюра #рисункинаногтях #мк #мкногти #мкпорисованию #likeforfollow #likeforlikes #ногтимосква #ногтихабаровск #гельлак #рисунокгельлаком #гельлакмосква #гельлакхабаровск #ручнаяроспись #ручнаяросписьногтей #ручнаяросписьгельлаками #ручнаяросписьнаногтях";мкпорисованию
BvJkRU_BgO-;1552911712;78;1469227595;False;"Коротко о моём выходном) 🎨👩‍🎨🖼 #воскресеньеденьчудесный
Давно мечтала побывать на #мкпорисованию и наконец то получилось сходить в  @artclass_karaganda спасибо вам за уютную атмосферу и отлично проведённое время,  было интересно 👍👍👍";мкпорисованию
BvK0W7nAV1K;1552953701;78;9701695721;False;;мкпорисованию
BvK2l0tnjbk;1552954872;219;6441817112;False;".
#дизайнногтей #идеиманикюра #рисункинаногтях #мк #мкногти #мкпорисованию #likeforfollow #likeforlikes #ногтимосква #ногтихабаровск #гельлак #рисунокгельлаком #гельлакмосква #гельлакхабаровск #ручнаяроспись #ручнаяросписьногтей #ручнаяросписьгельлаками #ручнаяросписьнаногтях";мкпорисованию
BvKAUhAnsD-;1552926419;15;11352596335;False;"В воскресенье мк по плетению ловца снов.
В @kraski_gizni_stv
Стоимость 500 руб.";мкпорисованию
BvKLjisgRWS;1552932309;32;3484930452;False;"Елена прекрасная и не менее талантливая))) Пионы..... Цветы любви.

Фотоотчёт с мастер класса по живописи маслом.
👏👏👏👏👏";мкпорисованию
BvKR5jMB5kZ;1552935635;204;23761281;False;"Хотите такую же картину?
Листайте фото 🎨
Читайте ниже👇🏼😉
Неизвестный синий цветок-василёк 😁 акриловыми красками с золотой паталью 🥰 Совсем необязательно обладать талантом, чтобы такую написать 👩🏼‍🎨
Попробуйте :) возьмите холст, простым карандашиком наметьте рисунок (хорошо стирается ластиком), создайте фон красками и переходите к раскрашиванию эскиза. Все. Материалы можно купить в #Леонардо в #моремолл. Если сложно или не хочется заморачиваться с «ингредиентами», то можно посетить МК, например, в @artlab_shkola_sochi. + Чаем с кофе напоют, печеньками накормЮт 😁. Длительность 3-4 часа. Нам с @2013tangotan понравилось ❤️ спасибо, девочки!!! 🌺";мкпорисованию
BvKYdIpA8zi;1552939072;33;3484930452;False;"Для вашего вдохновения.
Ловцы снов.
На этой неделе в воскресенье с маленькими творческими создаём собственный оберег, который будет ловить прекрасные и яркие сны.

Ждём вас в нашей студии.
Стоимость 500 руб или по абонементу.
Запись по телефону студии 664386 или 89187591300
Всё материалы представлены.  #развитиеребенка #мкпоживописидлявзромлых #мкполепке #рисованиеснуля #занятияживописью #рисованиесдетьми #занятиясдетьмиставрополь #мкпоживописи #детинашевсе #валяниеставрополь #stavropol #кудапойтиставрополь #мастерклассыпорисованию #урокирисования #prilaga #студияживописиставрополь #рисованиесдетьмиставрополь #изостудияставрополь #ставрополь #мкпорисованию #мкповалянию #stav #мкставрополь #лепкаставрополь #валяниесдетьми #рисованиедляновичков #лепкасдетьми #рисуемсдетьми #мамыставрополя #мамыск";мкпорисованию
BvKrSDdgOQc;1552948943;35;3484930452;False;"Работа Jim McVicker.

Уже так хочется тепла и зелени.";мкпорисованию
BvL-YvkDQSu;1552993148;345;10563400920;True;"🔉Танцы цвета 💙
⠀
Поговорим об Арт-терапии.  Арт-терапия – это метод психологической работы посредством творческого самовыражения. Он лечит нашу душу, помогает осознать и отпустить подавленные тяжёлые эмоции, найти решение проблем, которые скапливаются в нас. Иногда мы на столько привыкли к этой тяжести, что не ощущаем этого, а иногда погружается погрустить...
⠀

В качестве арт терапии можно попробовать рисовать себя, как ты чувствуешь себя, и не важно что получиться на холсте. ⠀

Можно все! Ты создашь то, чего 10 минут назад не было, это что-то особенное, неповторимое! Слово неповторимое на 100% ПЕРЕДАЕТ , то что ты увидишь на листе. Ты сам не сможешь с точностью повторить все, что нарисовал ранее, в любом случае будет другой мазок, другая тень или сочетание цветов. Это один единственный момент , который ты проживаешь здесь и сейчас. Он единственный, второго такого не будет. Не зря есть есть пословица "" дважды в одну и туже воду не войдешь"" - это правда, так во всей жизни.
⠀
Самый простой способ , на мой взгляд - это абстракция , это то, что лишено ' рамок разрешенности '. Ты просто вступаешь в диалог с краской и потоком.
⠀
⠀
#paint #painting #ink #inks #alcoholink  #alcoholinkart  #alcoholinkartist #fluidart #art #design #interior #designinterior #interiorart #contemporaryart #modernart #artist #modernartist #creative #inspiration #дизайн #картина #картинавинтерьер #интерьер #365colorfull #спиртовыечернила #алкогольныечернила #мкспиртовыечернила #мкпорисованию ⠀";мкпорисованию
BvL9RtrHq_R;1552991932;486;6441817112;False;".
#дизайнногтей #идеиманикюра #рисункинаногтях #мк #мкногти #мкпорисованию #likeforfollow #likeforlikes #ногтимосква #ногтихабаровск #гельлак #рисунокгельлаком #гельлакмосква #гельлакхабаровск #ручнаяроспись #ручнаяросписьногтей #ручнаяросписьгельлаками #ручнаяросписьнаногтях";мкпорисованию
BvLq1GGg_y1;1552982260;41;5612176914;False;"Мастер класс по любимой технике, живописи пастелью.  Молодая пара, скоро станут родителями и решили отметить свой маленький семейный праздник.

Жена подарила мужу сертификат на посещение мк по живописи.

Я им разрешила выбрать 2 разных сюжета, подумав, зачем им 2 одинаковых картины.

Результатами поделюсь.

Мк в @kraski_gizni_stv";мкпорисованию
BvMR3NJgOlj;1553002724;79;8435198599;False;"Ого!! Запись началась !! #весна #в #артлабшкола 🌺Ну что ??? Весна к нам пришла, а вы??? Мы хотим эту нереальную красоту написать вместе с вами!! Нам будет очень приятно если вы составите компанию! 🌺

Запись началась🚀

Колмогорова 5/3 офис 502 🚀

АртЛаб Школа™ - Вы рисуете, мы скажем как это сделать грамотно👌🏻
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
Присоединяйтесь!
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
😄Для САМЫХ нетерпеливых контакты для записи на МК будут здесь 👇 ⠀ ☎️8(922) 02-59-222⠀
📬Direct 
#мастеркласс
#творчество
#артлабекб
#изобразительноеискусство
#кудапойтиекб
#артлабшколаекб 
#хочурисовать
#мкпорисованию";мкпорисованию
BvMZjZTF-P8;1553006756;71;2353368993;False;"🕊СЕКРЕТ КАРТИН Э.ДЭГА 🕊
Наверняка, многие знают, что если на картине изображена балерина, то это творчество знаменитого импрессиониста Эдгара Дега. В чем же особенность этих «балетных» картин?👨🏻‍🎨
⠀
Его картины  внесли блистательный вклад в историю мирового импрессионизма, хотя изначально  думали, что он станет академическим художником.🏺
———————————————
Однако, Эдгар Дега более известен как художник балерин, и действительно, никакие другие сюжеты не привлекали его так сильно. Он был первым из европейских художников, кто совершенно по-новому увидел балет. «Балетная» тема позволяла художнику сочетать изысканные линии с эффектами искусственного освещения.🖼
———————————————
Интерес к Терпсихоре — давняя традиция французской живописи. Многие парижские художники были завсегдатаями Оперы и часто в лице артисток находили вдохновение. Эдгар Дега тоже был завсегдатаем театра, но его прельстила не какая-то конкретная прима-балерина, он заинтересовался балетом вообще. И художник показал зрителю разные уголки театра: сцену, фойе, артистическую уборную и т.д.
———————————————
Как-то Дега сказал, что изображать моющихся женщин — «это все равно, как если бы подсмотреть через замочную скважину». В какой-то мере он «подсмотрел» и «Голубых танцовщиц», сумев выбрать тот угол зрения, ту линию и те части, которые нужны были только ему.
———————————————
Эдгар Дега был настолько очарован балетом, что создал более 1500 картин в балетной тематике.😳
⠀
А какая тема в живописи является фаворитом для вас? Что больше всего вам хотелось бы изображать и не по разу?😌💜";мкпорисованию
BvMvrIMhk3b;1553018354;149;8622151697;False;"А вы знаете,чьи это картины?
.
Моника Луньяк (Monika Luniak) - польская профессиональная художница, пишет маслом, чаще всего, работает мастихином, накладывая краску в два слоя. Это придаёт её картинам особую наполненность: на каждом из полотен акцент расставлен по-разному.
.
Художник демонстрирует этим взаимосвязь между обстановкой и главным героем сюжета. Для зрителя это хороший способ наглядно увидеть, что смысл – это взаимосвязь внутреннего и внешнего, что однозначность невозможна, что нас наполняет внешнее, а мы в свою очередь в силе изменить его, преобразовать.
.
Она не останавливается на одной технике и в своём творчестве использует опыт, приобретённый в разных зодческих школах мира.
.
«Надеюсь, вам понравится мои работы так же, как мне понравилось их создавать , я хотела добавить немного цвета и радости в вашей жизни» - говорит она сама.
.
А вам нравятся её картины? 
А может напишем одну из них у нас на встрече? Пишите в комментариях номер картины,которую бы вы хотели написать😊👇";мкпорисованию
BvNUw5TnZIw;1553037800;126;6441817112;False;"🌶🔥
.
#monami362 @monami_professional.ru ♥️
.
#дизайнногтей #идеиманикюра #рисункинаногтях #мк #мкногти #мкпорисованию #likeforfollow #likeforlikes #ногтимосква #ногтихабаровск #гельлак #рисунокгельлаком #гельлакмосква #гельлакхабаровск #ручнаяроспись #ручнаяросписьногтей #ручнаяросписьгельлаками #ручнаяросписьнаногтях";мкпорисованию
